asset_id,asset_class,source_layer,source_id,shape,diameter_m,width_m,height_m,barrels,slope_used,slope_basis,roughness_n,area_m2,data_capacity_m3s,nominal_fallback_m3s,capacity_method,best_guess_capacity_m3s,partial_blockage_capacity_m3s,post_widening_capacity_m3s,confidence,basis,dimension_refinement_note,dimension_provider,dimension_source_method,dimension_source_reference,topology_connected_local_count,topology_connected_mcg_local_count,topology_connected_local_capacity_sum_m3s,topology_connected_local_capacity_median_m3s,topology_connected_mcg_local_capacity_median_m3s,topology_capacity_floor_m3s,topology_capacity_floor_basis,topology_downstream_endpoint_closer_to_main_leg,topology_endpoint_elevation_drop_m,topology_endpoint_distance_change_to_main_leg_m,topology_flow_orientation_note,topology_capacity_check,topology_suggested_capacity_m3s,topology_model_capacity_m3s
SWD-LINE-1930,local storm drain,STORM_WATER_DRAIN,SWD-LINE-1930,circular pipe,0.45,,,1.0,0.01119,surface slope proxy; replace with surveyed invert slope,0.013,0.159,0.302,,source-data Manning estimate,0.302,0.181,0.347,medium where diameter/depth exists; field-check invert and blockage,diameter field,,MCG,MCG_drain_inventory_diameter_field,STORM_WATER_DRAIN:SWD-LINE-1930,,,,,,,,True,0.094,9.671,terrain high-to-low direction moves toward or roughly along main-leg proximity,not_applicable,,0.302
SWD-LINE-1880,local storm drain,STORM_WATER_DRAIN,SWD-LINE-1880,circular pipe,0.4,,,1.0,0.00572,surface slope proxy; replace with surveyed invert slope,0.013,0.126,0.158,,source-data Manning estimate,0.158,0.095,0.182,medium where diameter/depth exists; field-check invert and blockage,diameter field,,MCG,MCG_drain_inventory_diameter_field,STORM_WATER_DRAIN:SWD-LINE-1880,,,,,,,,True,0.018,12.071,terrain high-to-low direction moves toward or roughly along main-leg proximity,not_applicable,,0.158
SWD-LINE-1870,local storm drain,STORM_WATER_DRAIN,SWD-LINE-1870,circular pipe,0.4,,,1.0,0.00597,surface slope proxy; replace with surveyed invert slope,0.013,0.126,0.161,,source-data Manning estimate,0.161,0.097,0.185,medium where diameter/depth exists; field-check invert and blockage,diameter field,,MCG,MCG_drain_inventory_diameter_field,STORM_WATER_DRAIN:SWD-LINE-1870,,,,,,,,False,0.056,-160.779,terrain high-to-low endpoint is farther from main legs; do not force reversal without surveyed invert evidence,not_applicable,,0.161
SWD-LINE-1874,local storm drain,STORM_WATER_DRAIN,SWD-LINE-1874,circular pipe,0.4,,,1.0,0.00467,surface slope proxy; replace with surveyed invert slope,0.013,0.126,0.142,,source-data Manning estimate,0.142,0.085,0.163,medium where diameter/depth exists; field-check invert and blockage,diameter field,,MCG,MCG_drain_inventory_diameter_field,STORM_WATER_DRAIN:SWD-LINE-1874,,,,,,,,False,0.494,-136.988,terrain high-to-low endpoint is farther from main legs; do not force reversal without surveyed invert evidence,not_applicable,,0.142
SWD-LINE-1878,local storm drain,STORM_WATER_DRAIN,SWD-LINE-1878,circular pipe,0.4,,,1.0,0.01022,surface slope proxy; replace with surveyed invert slope,0.013,0.126,0.211,,source-data Manning estimate,0.211,0.127,0.243,medium where diameter/depth exists; field-check invert and blockage,diameter field,,MCG,MCG_drain_inventory_diameter_field,STORM_WATER_DRAIN:SWD-LINE-1878,,,,,,,,False,0.354,-207.705,terrain high-to-low endpoint is farther from main legs; do not force reversal without surveyed invert evidence,not_applicable,,0.211
SWD-LINE-1872,local storm drain,STORM_WATER_DRAIN,SWD-LINE-1872,circular pipe,0.4,,,1.0,0.0015,default slope; surface slope unsuitable for pipe invert,0.013,0.126,0.081,,source-data Manning estimate,0.081,0.049,0.093,medium where diameter/depth exists; field-check invert and blockage,diameter field,,MCG,MCG_drain_inventory_diameter_field,STORM_WATER_DRAIN:SWD-LINE-1872,,,,,,,,False,0.277,-143.272,terrain high-to-low endpoint is farther from main legs; do not force reversal without surveyed invert evidence,not_applicable,,0.081
SWD-LINE-1871,local storm drain,STORM_WATER_DRAIN,SWD-LINE-1871,circular pipe,0.4,,,1.0,0.00075,surface slope proxy; replace with surveyed invert slope,0.013,0.126,0.057,,source-data Manning estimate,0.057,0.034,0.066,medium where diameter/depth exists; field-check invert and blockage,diameter field,,MCG,MCG_drain_inventory_diameter_field,STORM_WATER_DRAIN:SWD-LINE-1871,,,,,,,,False,0.106,-220.447,terrain high-to-low endpoint is farther from main legs; do not force reversal without surveyed invert evidence,not_applicable,,0.057
SWD-LINE-1890,local storm drain,STORM_WATER_DRAIN,SWD-LINE-1890,circular pipe,0.4,,,1.0,0.00136,surface slope proxy; replace with surveyed invert slope,0.013,0.126,0.077,,source-data Manning estimate,0.077,0.046,0.089,medium where diameter/depth exists; field-check invert and blockage,diameter field,,MCG,MCG_drain_inventory_diameter_field,STORM_WATER_DRAIN:SWD-LINE-1890,,,,,,,,True,0.169,228.433,terrain high-to-low direction moves toward or roughly along main-leg proximity,not_applicable,,0.077
SWD-LINE-1892,local storm drain,STORM_WATER_DRAIN,SWD-LINE-1892,circular pipe,0.4,,,1.0,0.01415,surface slope proxy; replace with surveyed invert slope,0.013,0.126,0.248,,source-data Manning estimate,0.248,0.149,0.285,medium where diameter/depth exists; field-check invert and blockage,diameter field,,MCG,MCG_drain_inventory_diameter_field,STORM_WATER_DRAIN:SWD-LINE-1892,,,,,,,,True,0.069,149.32,terrain high-to-low direction moves toward or roughly along main-leg proximity,not_applicable,,0.248
SWD-LINE-1883,local storm drain,STORM_WATER_DRAIN,SWD-LINE-1883,circular pipe,0.4,,,1.0,0.00339,surface slope proxy; replace with surveyed invert slope,0.013,0.126,0.121,,source-data Manning estimate,0.121,0.073,0.139,medium where diameter/depth exists; field-check invert and blockage,diameter field,,MCG,MCG_drain_inventory_diameter_field,STORM_WATER_DRAIN:SWD-LINE-1883,,,,,,,,False,0.366,-302.191,terrain high-to-low endpoint is farther from main legs; do not force reversal without surveyed invert evidence,not_applicable,,0.121
SWD-LINE-1873,local storm drain,STORM_WATER_DRAIN,SWD-LINE-1873,circular pipe,0.4,,,1.0,0.01888,surface slope proxy; replace with surveyed invert slope,0.013,0.126,0.286,,source-data Manning estimate,0.286,0.172,0.329,medium where diameter/depth exists; field-check invert and blockage,diameter field,,MCG,MCG_drain_inventory_diameter_field,STORM_WATER_DRAIN:SWD-LINE-1873,,,,,,,,False,0.571,-31.306,terrain high-to-low endpoint is farther from main legs; do not force reversal without surveyed invert evidence,not_applicable,,0.286
SWD-LINE-1891,local storm drain,STORM_WATER_DRAIN,SWD-LINE-1891,circular pipe,0.4,,,1.0,0.01011,surface slope proxy; replace with surveyed invert slope,0.013,0.126,0.209,,source-data Manning estimate,0.209,0.125,0.24,medium where diameter/depth exists; field-check invert and blockage,diameter field,,MCG,MCG_drain_inventory_diameter_field,STORM_WATER_DRAIN:SWD-LINE-1891,,,,,,,,False,0.023,-24.405,terrain high-to-low endpoint is farther from main legs; do not force reversal without surveyed invert evidence,not_applicable,,0.209
SWD-LINE-1888,local storm drain,STORM_WATER_DRAIN,SWD-LINE-1888,circular pipe,0.4,,,1.0,0.0015,default slope; surface slope unsuitable for pipe invert,0.013,0.126,0.081,,source-data Manning estimate,0.081,0.049,0.093,medium where diameter/depth exists; field-check invert and blockage,diameter field,,MCG,MCG_drain_inventory_diameter_field,STORM_WATER_DRAIN:SWD-LINE-1888,,,,,,,,True,0.161,17.145,terrain high-to-low direction moves toward or roughly along main-leg proximity,not_applicable,,0.081
SWD-LINE-1889,local storm drain,STORM_WATER_DRAIN,SWD-LINE-1889,circular pipe,0.4,,,1.0,0.00188,surface slope proxy; replace with surveyed invert slope,0.013,0.126,0.09,,source-data Manning estimate,0.09,0.054,0.103,medium where diameter/depth exists; field-check invert and blockage,diameter field,,MCG,MCG_drain_inventory_diameter_field,STORM_WATER_DRAIN:SWD-LINE-1889,,,,,,,,True,0.074,45.564,terrain high-to-low direction moves toward or roughly along main-leg proximity,not_applicable,,0.09
SWD-LINE-1879,local storm drain,STORM_WATER_DRAIN,SWD-LINE-1879,circular pipe,0.45,,,1.0,0.00349,surface slope proxy; replace with surveyed invert slope,0.013,0.159,0.168,,source-data Manning estimate,0.168,0.101,0.193,medium where diameter/depth exists; field-check invert and blockage,diameter field,,MCG,MCG_drain_inventory_diameter_field,STORM_WATER_DRAIN:SWD-LINE-1879,,,,,,,,False,1.614,-999.081,terrain high-to-low endpoint is farther from main legs; do not force reversal without surveyed invert evidence,not_applicable,,0.168
SWD-LINE-1893,local storm drain,STORM_WATER_DRAIN,SWD-LINE-1893,circular pipe,0.4,,,1.0,0.01008,surface slope proxy; replace with surveyed invert slope,0.013,0.126,0.209,,source-data Manning estimate,0.209,0.125,0.24,medium where diameter/depth exists; field-check invert and blockage,diameter field,,MCG,MCG_drain_inventory_diameter_field,STORM_WATER_DRAIN:SWD-LINE-1893,,,,,,,,False,0.222,-27.646,terrain high-to-low endpoint is farther from main legs; do not force reversal without surveyed invert evidence,not_applicable,,0.209
SWD-LINE-1895,local storm drain,STORM_WATER_DRAIN,SWD-LINE-1895,circular pipe,0.4,,,1.0,0.0131,surface slope proxy; replace with surveyed invert slope,0.013,0.126,0.238,,source-data Manning estimate,0.238,0.143,0.274,medium where diameter/depth exists; field-check invert and blockage,diameter field,,MCG,MCG_drain_inventory_diameter_field,STORM_WATER_DRAIN:SWD-LINE-1895,,,,,,,,False,0.2,-53.143,terrain high-to-low endpoint is farther from main legs; do not force reversal without surveyed invert evidence,not_applicable,,0.238
SWD-LINE-1904,local storm drain,STORM_WATER_DRAIN,SWD-LINE-1904,circular pipe,0.4,,,1.0,0.00242,surface slope proxy; replace with surveyed invert slope,0.013,0.126,0.103,,source-data Manning estimate,0.103,0.062,0.118,medium where diameter/depth exists; field-check invert and blockage,diameter field,,MCG,MCG_drain_inventory_diameter_field,STORM_WATER_DRAIN:SWD-LINE-1904,,,,,,,,False,0.241,-129.121,terrain high-to-low endpoint is farther from main legs; do not force reversal without surveyed invert evidence,not_applicable,,0.103
SWD-LINE-1894,local storm drain,STORM_WATER_DRAIN,SWD-LINE-1894,circular pipe,0.4,,,1.0,0.01105,surface slope proxy; replace with surveyed invert slope,0.013,0.126,0.219,,source-data Manning estimate,0.219,0.131,0.252,medium where diameter/depth exists; field-check invert and blockage,diameter field,,MCG,MCG_drain_inventory_diameter_field,STORM_WATER_DRAIN:SWD-LINE-1894,,,,,,,,False,1.215,-190.935,terrain high-to-low endpoint is farther from main legs; do not force reversal without surveyed invert evidence,not_applicable,,0.219
SWD-LINE-1896,local storm drain,STORM_WATER_DRAIN,SWD-LINE-1896,circular pipe,0.4,,,1.0,0.01091,surface slope proxy; replace with surveyed invert slope,0.013,0.126,0.218,,source-data Manning estimate,0.218,0.131,0.251,medium where diameter/depth exists; field-check invert and blockage,diameter field,,MCG,MCG_drain_inventory_diameter_field,STORM_WATER_DRAIN:SWD-LINE-1896,,,,,,,,True,0.009,43.234,terrain high-to-low direction moves toward or roughly along main-leg proximity,not_applicable,,0.218
SWD-LINE-1897,local storm drain,STORM_WATER_DRAIN,SWD-LINE-1897,circular pipe,0.4,,,1.0,0.00855,surface slope proxy; replace with surveyed invert slope,0.013,0.126,0.193,,source-data Manning estimate,0.193,0.116,0.222,medium where diameter/depth exists; field-check invert and blockage,diameter field,,MCG,MCG_drain_inventory_diameter_field,STORM_WATER_DRAIN:SWD-LINE-1897,,,,,,,,False,0.454,-107.703,terrain high-to-low endpoint is farther from main legs; do not force reversal without surveyed invert evidence,not_applicable,,0.193
SWD-LINE-1914,local storm drain,STORM_WATER_DRAIN,SWD-LINE-1914,circular pipe,0.4,,,1.0,0.0015,default slope; surface slope unsuitable for pipe invert,0.013,0.126,0.081,,source-data Manning estimate,0.081,0.049,0.093,medium where diameter/depth exists; field-check invert and blockage,diameter field,,MCG,MCG_drain_inventory_diameter_field,STORM_WATER_DRAIN:SWD-LINE-1914,,,,,,,,False,0.49,-36.875,terrain high-to-low endpoint is farther from main legs; do not force reversal without surveyed invert evidence,not_applicable,,0.081
SWD-LINE-1913,local storm drain,STORM_WATER_DRAIN,SWD-LINE-1913,circular pipe,0.4,,,1.0,0.016,surface slope proxy; replace with surveyed invert slope,0.013,0.126,0.263,,source-data Manning estimate,0.263,0.158,0.302,medium where diameter/depth exists; field-check invert and blockage,diameter field,,MCG,MCG_drain_inventory_diameter_field,STORM_WATER_DRAIN:SWD-LINE-1913,,,,,,,,False,0.278,-25.471,terrain high-to-low endpoint is farther from main legs; do not force reversal without surveyed invert evidence,not_applicable,,0.263
SWD-LINE-1916,local storm drain,STORM_WATER_DRAIN,SWD-LINE-1916,circular pipe,0.4,,,1.0,0.0015,default slope; surface slope unsuitable for pipe invert,0.013,0.126,0.081,,source-data Manning estimate,0.081,0.049,0.093,medium where diameter/depth exists; field-check invert and blockage,diameter field,,MCG,MCG_drain_inventory_diameter_field,STORM_WATER_DRAIN:SWD-LINE-1916,,,,,,,,False,0.049,-36.266,terrain high-to-low endpoint is farther from main legs; do not force reversal without surveyed invert evidence,not_applicable,,0.081
SWD-LINE-1919,local storm drain,STORM_WATER_DRAIN,SWD-LINE-1919,circular pipe,0.45,,,1.0,0.00331,surface slope proxy; replace with surveyed invert slope,0.013,0.159,0.164,,source-data Manning estimate,0.164,0.098,0.189,medium where diameter/depth exists; field-check invert and blockage,diameter field,,MCG,MCG_drain_inventory_diameter_field,STORM_WATER_DRAIN:SWD-LINE-1919,,,,,,,,False,1.021,-58.054,terrain high-to-low endpoint is farther from main legs; do not force reversal without surveyed invert evidence,not_applicable,,0.164
SWD-LINE-1917,local storm drain,STORM_WATER_DRAIN,SWD-LINE-1917,circular pipe,0.45,,,1.0,0.00463,surface slope proxy; replace with surveyed invert slope,0.013,0.159,0.194,,source-data Manning estimate,0.194,0.116,0.223,medium where diameter/depth exists; field-check invert and blockage,diameter field,,MCG,MCG_drain_inventory_diameter_field,STORM_WATER_DRAIN:SWD-LINE-1917,,,,,,,,False,1.016,-74.102,terrain high-to-low endpoint is farther from main legs; do not force reversal without surveyed invert evidence,not_applicable,,0.194
SWD-LINE-1920,local storm drain,STORM_WATER_DRAIN,SWD-LINE-1920,circular pipe,0.4,,,1.0,0.0015,default slope; surface slope unsuitable for pipe invert,0.013,0.126,0.081,,source-data Manning estimate,0.081,0.049,0.093,medium where diameter/depth exists; field-check invert and blockage,diameter field,,MCG,MCG_drain_inventory_diameter_field,STORM_WATER_DRAIN:SWD-LINE-1920,,,,,,,,False,0.044,-62.675,terrain high-to-low endpoint is farther from main legs; do not force reversal without surveyed invert evidence,not_applicable,,0.081
SWD-LINE-1921,local storm drain,STORM_WATER_DRAIN,SWD-LINE-1921,circular pipe,0.4,,,1.0,0.00606,surface slope proxy; replace with surveyed invert slope,0.013,0.126,0.162,,source-data Manning estimate,0.162,0.097,0.186,medium where diameter/depth exists; field-check invert and blockage,diameter field,,MCG,MCG_drain_inventory_diameter_field,STORM_WATER_DRAIN:SWD-LINE-1921,,,,,,,,False,0.287,-30.822,terrain high-to-low endpoint is farther from main legs; do not force reversal without surveyed invert evidence,not_applicable,,0.162
SWD-LINE-1918,local storm drain,STORM_WATER_DRAIN,SWD-LINE-1918,circular pipe,0.4,,,1.0,0.00433,surface slope proxy; replace with surveyed invert slope,0.013,0.126,0.137,,source-data Manning estimate,0.137,0.082,0.158,medium where diameter/depth exists; field-check invert and blockage,diameter field,,MCG,MCG_drain_inventory_diameter_field,STORM_WATER_DRAIN:SWD-LINE-1918,,,,,,,,False,0.114,-143.23,terrain high-to-low endpoint is farther from main legs; do not force reversal without surveyed invert evidence,not_applicable,,0.137
SWD-LINE-1903,local storm drain,STORM_WATER_DRAIN,SWD-LINE-1903,circular pipe,0.4,,,1.0,0.00528,surface slope proxy; replace with surveyed invert slope,0.013,0.126,0.151,,source-data Manning estimate,0.151,0.091,0.174,medium where diameter/depth exists; field-check invert and blockage,diameter field,,MCG,MCG_drain_inventory_diameter_field,STORM_WATER_DRAIN:SWD-LINE-1903,,,,,,,,True,0.172,99.041,terrain high-to-low direction moves toward or roughly along main-leg proximity,not_applicable,,0.151
SWD-LINE-1922,local storm drain,STORM_WATER_DRAIN,SWD-LINE-1922,circular pipe,0.4,,,1.0,0.00256,surface slope proxy; replace with surveyed invert slope,0.013,0.126,0.105,,source-data Manning estimate,0.105,0.063,0.121,medium where diameter/depth exists; field-check invert and blockage,diameter field,,MCG,MCG_drain_inventory_diameter_field,STORM_WATER_DRAIN:SWD-LINE-1922,,,,,,,,False,0.429,-69.286,terrain high-to-low endpoint is farther from main legs; do not force reversal without surveyed invert evidence,not_applicable,,0.105
SWD-LINE-2318,local storm drain,STORM_WATER_DRAIN,SWD-LINE-2318,circular pipe,0.4,,,1.0,0.00376,surface slope proxy; replace with surveyed invert slope,0.013,0.126,0.128,,source-data Manning estimate,0.128,0.077,0.147,medium where diameter/depth exists; field-check invert and blockage,diameter field,,MCG,MCG_drain_inventory_diameter_field,STORM_WATER_DRAIN:SWD-LINE-2318,,,,,,,,True,0.087,110.369,terrain high-to-low direction moves toward or roughly along main-leg proximity,not_applicable,,0.128
SWD-LINE-2319,local storm drain,STORM_WATER_DRAIN,SWD-LINE-2319,circular pipe,0.4,,,1.0,0.00438,surface slope proxy; replace with surveyed invert slope,0.013,0.126,0.138,,source-data Manning estimate,0.138,0.083,0.159,medium where diameter/depth exists; field-check invert and blockage,diameter field,,MCG,MCG_drain_inventory_diameter_field,STORM_WATER_DRAIN:SWD-LINE-2319,,,,,,,,False,0.008,-31.434,terrain high-to-low endpoint is farther from main legs; do not force reversal without surveyed invert evidence,not_applicable,,0.138
SWD-LINE-2315,local storm drain,STORM_WATER_DRAIN,SWD-LINE-2315,circular pipe,0.4,,,1.0,0.00448,surface slope proxy; replace with surveyed invert slope,0.013,0.126,0.139,,source-data Manning estimate,0.139,0.083,0.16,medium where diameter/depth exists; field-check invert and blockage,diameter field,,MCG,MCG_drain_inventory_diameter_field,STORM_WATER_DRAIN:SWD-LINE-2315,,,,,,,,False,0.089,-90.594,terrain high-to-low endpoint is farther from main legs; do not force reversal without surveyed invert evidence,not_applicable,,0.139
